模型 ID,模型名称,规格/模式,计费类型,价格来源,计费单位,APIMart 折后 USD,APIMart Credits,APIMart 成本（元）,导入成本积分,默认倍率,最终扣费积分,用户售价（元）,目标毛利率,免费数量,备注
seedance-2.5,seedance-2.5,token-1080P-input,token_settlement,token_settlement_prices,usd_per_million_tokens,4.73144,47.3144,33.1201,331.2008,1.4286,473.153463,47.3153,约 30%,,
skyreels-v4-fast,skyreels-v4-fast,1080P,per_second,fixed_prices,usd_per_second,0.22,2.2,1.54,15.4,1.4286,22.00044,2.2,约 30%,,
skyreels-v4-fast,skyreels-v4-fast,1080P-refvideo,per_second,fixed_prices,usd_per_second,0.4,4,2.8,28,1.4286,40.0008,4.0001,约 30%,,
skyreels-v4-fast,skyreels-v4-fast,480P,per_second,fixed_prices,usd_per_second,0.064,0.64,0.448,4.48,1.4286,6.400128,0.64,约 30%,,
skyreels-v4-fast,skyreels-v4-fast,480P-refvideo,per_second,fixed_prices,usd_per_second,0.12,1.2,0.84,8.4,1.4286,12.00024,1.2,约 30%,,
skyreels-v4-fast,skyreels-v4-fast,720P,per_second,fixed_prices,usd_per_second,0.088,0.88,0.616,6.16,1.4286,8.800176,0.88,约 30%,,
skyreels-v4-fast,skyreels-v4-fast,720P-refvideo,per_second,fixed_prices,usd_per_second,0.16,1.6,1.12,11.2,1.4286,16.00032,1.6,约 30%,,
skyreels-v4-std,skyreels-v4-std,1080P,per_second,fixed_prices,usd_per_second,0.28,2.8,1.96,19.6,1.4286,28.00056,2.8001,约 30%,,
skyreels-v4-std,skyreels-v4-std,1080P-refvideo,per_second,fixed_prices,usd_per_second,0.5,5,3.5,35,1.4286,50.001,5.0001,约 30%,,
skyreels-v4-std,skyreels-v4-std,480P,per_second,fixed_prices,usd_per_second,0.088,0.88,0.616,6.16,1.4286,8.800176,0.88,约 30%,,
skyreels-v4-std,skyreels-v4-std,480P-refvideo,per_second,fixed_prices,usd_per_second,0.144,1.44,1.008,10.08,1.4286,14.400288,1.44,约 30%,,
skyreels-v4-std,skyreels-v4-std,720P,per_second,fixed_prices,usd_per_second,0.112,1.12,0.784,7.84,1.4286,11.200224,1.12,约 30%,,
skyreels-v4-std,skyreels-v4-std,720P-refvideo,per_second,fixed_prices,usd_per_second,0.2,2,1.4,14,1.4286,20.0004,2,约 30%,,
sora-2-preview,sora-2-preview,default,per_second,fixed_prices,usd_per_second,0.08,0.8,0.56,5.6,1.4286,8.00016,0.8,约 30%,,
sora-2-pro,sora-2-pro,default,per_second,fixed_prices,usd_per_second,0.6,6,4.2,42,1.4286,60.0012,6.0001,约 30%,,
sora-2-pro,sora-2-pro,official-1024P,per_second,fixed_prices,usd_per_second,0.4,4,2.8,28,1.4286,40.0008,4.0001,约 30%,,
sora-2-pro,sora-2-pro,official-1080P,per_second,fixed_prices,usd_per_second,0.56,5.6,3.92,39.2,1.4286,56.00112,5.6001,约 30%,,
sora-2-pro,sora-2-pro,official-720P,per_second,fixed_prices,usd_per_second,0.24,2.4,1.68,16.8,1.4286,24.00048,2.4,约 30%,,
veo3.1-fast-official,veo3.1-fast-official,default,per_second,fixed_prices,usd_per_second,0.08,0.8,0.56,5.6,1.4286,8.00016,0.8,约 30%,,
veo3.1-fast-official,veo3.1-fast-official,1080P,per_second,fixed_prices,usd_per_second,0.08,0.8,0.56,5.6,1.4286,8.00016,0.8,约 30%,,
veo3.1-fast-official,veo3.1-fast-official,1080P-audio,per_second,fixed_prices,usd_per_second,0.096,0.96,0.672,6.72,1.4286,9.600192,0.96,约 30%,,
veo3.1-fast-official,veo3.1-fast-official,4K,per_second,fixed_prices,usd_per_second,0.2,2,1.4,14,1.4286,20.0004,2,约 30%,,
veo3.1-fast-official,veo3.1-fast-official,4K-audio,per_second,fixed_prices,usd_per_second,0.24,2.4,1.68,16.8,1.4286,24.00048,2.4,约 30%,,
veo3.1-fast-official,veo3.1-fast-official,720P,per_second,fixed_prices,usd_per_second,0.064,0.64,0.448,4.48,1.4286,6.400128,0.64,约 30%,,
veo3.1-fast-official,veo3.1-fast-official,720P-audio,per_second,fixed_prices,usd_per_second,0.08,0.8,0.56,5.6,1.4286,8.00016,0.8,约 30%,,
veo3.1-fast-official,veo3.1-fast-official,audio,per_second,fixed_prices,usd_per_second,0.096,0.96,0.672,6.72,1.4286,9.600192,0.96,约 30%,,
veo3.1-lite,veo3.1-lite,default,times,fixed_prices,usd_per_call,0.07,0.7,0.49,4.9,1.4286,7.00014,0.7,约 30%,,
veo3.1-lite,veo3.1-lite,4K,times,fixed_prices,usd_per_call,0.57,5.7,3.99,39.9,1.4286,57.00114,5.7001,约 30%,,
veo3.1-lite,veo3.1-lite,EXTEND-4K,times,fixed_prices,usd_per_call,0.57,5.7,3.99,39.9,1.4286,57.00114,5.7001,约 30%,,
veo3.1-lite,veo3.1-lite,extend,times,fixed_prices,usd_per_call,0.07,0.7,0.49,4.9,1.4286,7.00014,0.7,约 30%,,
veo3.1-quality-official,veo3.1-quality-official,default,per_second,fixed_prices,usd_per_second,0.16,1.6,1.12,11.2,1.4286,16.00032,1.6,约 30%,,
veo3.1-quality-official,veo3.1-quality-official,1080P,per_second,fixed_prices,usd_per_second,0.16,1.6,1.12,11.2,1.4286,16.00032,1.6,约 30%,,
veo3.1-quality-official,veo3.1-quality-official,4K,per_second,fixed_prices,usd_per_second,0.32,3.2,2.24,22.4,1.4286,32.00064,3.2001,约 30%,,
veo3.1-quality-official,veo3.1-quality-official,4K-audio,per_second,fixed_prices,usd_per_second,0.48,4.8,3.36,33.6,1.4286,48.00096,4.8001,约 30%,,
veo3.1-quality-official,veo3.1-quality-official,720P,per_second,fixed_prices,usd_per_second,0.16,1.6,1.12,11.2,1.4286,16.00032,1.6,约 30%,,
veo3.1-quality-official,veo3.1-quality-official,audio,per_second,fixed_prices,usd_per_second,0.32,3.2,2.24,22.4,1.4286,32.00064,3.2001,约 30%,,
viduq3,viduq3,default,per_second,fixed_prices,usd_per_second,0.08,0.8,0.56,5.6,1.4286,8.00016,0.8,约 30%,,
viduq3,viduq3,1080P,per_second,fixed_prices,usd_per_second,0.1,1,0.7,7,1.4286,10.0002,1,约 30%,,
viduq3,viduq3,540P,per_second,fixed_prices,usd_per_second,0.04,0.4,0.28,2.8,1.4286,4.00008,0.4,约 30%,,
viduq3,viduq3,720P,per_second,fixed_prices,usd_per_second,0.08,0.8,0.56,5.6,1.4286,8.00016,0.8,约 30%,,
viduq3-mix,viduq3-mix,default,per_second,fixed_prices,usd_per_second,0.1,1,0.7,7,1.4286,10.0002,1,约 30%,,
viduq3-mix,viduq3-mix,1080P,per_second,fixed_prices,usd_per_second,0.12,1.2,0.84,8.4,1.4286,12.00024,1.2,约 30%,,
viduq3-mix,viduq3-mix,720P,per_second,fixed_prices,usd_per_second,0.1,1,0.7,7,1.4286,10.0002,1,约 30%,,
viduq3-pro,viduq3-pro,1080P,per_second,fixed_prices,usd_per_second,0.128,1.28,0.896,8.96,1.4286,12.800256,1.28,约 30%,,
viduq3-pro,viduq3-pro,540P,per_second,fixed_prices,usd_per_second,0.056,0.56,0.392,3.92,1.4286,5.600112,0.56,约 30%,,
viduq3-pro,viduq3-pro,720P,per_second,fixed_prices,usd_per_second,0.12,1.2,0.84,8.4,1.4286,12.00024,1.2,约 30%,,
viduq3-turbo,viduq3-turbo,1080P,per_second,fixed_prices,usd_per_second,0.056,0.56,0.392,3.92,1.4286,5.600112,0.56,约 30%,,
viduq3-turbo,viduq3-turbo,540P,per_second,fixed_prices,usd_per_second,0.032,0.32,0.224,2.24,1.4286,3.200064,0.32,约 30%,,
viduq3-turbo,viduq3-turbo,720P,per_second,fixed_prices,usd_per_second,0.048,0.48,0.336,3.36,1.4286,4.800096,0.48,约 30%,,
wan2.5-preview,wan2.5-preview,1080P,per_second,fixed_prices,usd_per_second,0.1096,1.096,0.7672,7.672,1.4286,10.960219,1.096,约 30%,,
wan2.5-preview,wan2.5-preview,480P,per_second,fixed_prices,usd_per_second,0.0336,0.336,0.2352,2.352,1.4286,3.360067,0.336,约 30%,,
wan2.5-preview,wan2.5-preview,720P,per_second,fixed_prices,usd_per_second,0.0664,0.664,0.4648,4.648,1.4286,6.640133,0.664,约 30%,,
wan2.6,wan2.6,default,per_second,fixed_prices,usd_per_second,0.05,0.5,0.35,3.5,1.4286,5.0001,0.5,约 30%,,
wan2.6,wan2.6,1080P,per_second,fixed_prices,usd_per_second,0.084,0.84,0.588,5.88,1.4286,8.400168,0.84,约 30%,,
wan2.6-i2v,wan2.6-i2v,1080P,per_second,fixed_prices,usd_per_second,0.1096,1.096,0.7672,7.672,1.4286,10.960219,1.096,约 30%,,
wan2.6-i2v,wan2.6-i2v,720P,per_second,fixed_prices,usd_per_second,0.0664,0.664,0.4648,4.648,1.4286,6.640133,0.664,约 30%,,
wan2.6-i2v-flash,wan2.6-i2v-flash,1080P,per_second,fixed_prices,usd_per_second,0.028,0.28,0.196,1.96,1.4286,2.800056,0.28,约 30%,,
wan2.6-i2v-flash,wan2.6-i2v-flash,1080P-audio,per_second,fixed_prices,usd_per_second,0.0552,0.552,0.3864,3.864,1.4286,5.52011,0.552,约 30%,,
wan2.6-i2v-flash,wan2.6-i2v-flash,720P,per_second,fixed_prices,usd_per_second,0.0168,0.168,0.1176,1.176,1.4286,1.680034,0.168,约 30%,,
wan2.6-i2v-flash,wan2.6-i2v-flash,720P-audio,per_second,fixed_prices,usd_per_second,0.0336,0.336,0.2352,2.352,1.4286,3.360067,0.336,约 30%,,
wan2.7,wan2.7,default,per_second,fixed_prices,usd_per_second,0.0664,0.664,0.4648,4.648,1.4286,6.640133,0.664,约 30%,,
wan2.7,wan2.7,1080P,per_second,fixed_prices,usd_per_second,0.1096,1.096,0.7672,7.672,1.4286,10.960219,1.096,约 30%,,
wan2.7-r2v,wan2.7-r2v,default,per_second,fixed_prices,usd_per_second,0.0664,0.664,0.4648,4.648,1.4286,6.640133,0.664,约 30%,,
wan2.7-r2v,wan2.7-r2v,1080P,per_second,fixed_prices,usd_per_second,0.1096,1.096,0.7672,7.672,1.4286,10.960219,1.096,约 30%,,
wan2.7-videoedit,wan2.7-videoedit,default,per_second,fixed_prices,usd_per_second,0.0664,0.664,0.4648,4.648,1.4286,6.640133,0.664,约 30%,,
wan2.7-videoedit,wan2.7-videoedit,1080P,per_second,fixed_prices,usd_per_second,0.1096,1.096,0.7672,7.672,1.4286,10.960219,1.096,约 30%,,
wan3.0-video,wan3.0-video,default,per_second,fixed_prices,usd_per_second,0.137144,1.37144,0.96,9.60008,1.4286,13.714674,1.3715,约 30%,,
wan3.0-video,wan3.0-video,1080P,per_second,fixed_prices,usd_per_second,0.137144,1.37144,0.96,9.60008,1.4286,13.714674,1.3715,约 30%,,
wan3.0-video,wan3.0-video,480P,per_second,fixed_prices,usd_per_second,0.034288,0.34288,0.24,2.40016,1.4286,3.428869,0.3429,约 30%,,
wan3.0-video,wan3.0-video,720P,per_second,fixed_prices,usd_per_second,0.068568,0.68568,0.48,4.79976,1.4286,6.856937,0.6857,约 30%,,
